1,0.6579572446555819,30,40.0
1,0.6579572446555819,45,50.0
1,0.6579572446555819,60,53.333333333333336
1,0.6579572446555819,75,55.00000000000001
10,0.9496437054631829,30,52.0
10,0.9496437054631829,45,60.0
10,0.9496437054631829,60,65.71428571428571
10,0.9496437054631829,75,70.0
20,0.9612034837688044,30,66.66666666666666
20,0.9612034837688044,45,70.0
20,0.9612034837688044,60,72.72727272727273
20,0.9612034837688044,75,75.0
25,0.9570071258907363,30,72.3076923076923
25,0.9570071258907363,45,74.28571428571429
25,0.9570071258907363,60,76.0
25,0.9570071258907363,75,77.5
50,0.9482185273159145,30,74.11764705882354
50,0.9482185273159145,45,74.44444444444444
50,0.9482185273159145,60,74.73684210526315
50,0.9482185273159145,75,76.0
75,0.9197149643705463,30,74.28571428571429
75,0.9197149643705463,45,75.45454545454545
75,0.9197149643705463,60,76.52173913043478
75,0.9197149643705463,75,77.5
100,0.9111638954869359,30,75.2
100,0.9111638954869359,45,76.15384615384615
100,0.9111638954869359,60,77.03703703703704
100,0.9111638954869359,75,77.85714285714286
