1,0.6579572446555819,30_deg_TEST/,19.80362657375881,0.39825001835849017
1,0.6579572446555819,45_deg_TEST/,30.51706390054636,0.43015745197381433
1,0.6579572446555819,60_deg_TEST/,38.72832369942196,0.46064504760937425
1,0.6579572446555819,75_deg_TEST/,44.43740597038562,0.4832909810406574
1,0.6579572446555819,Test/,48.708527991131525,0.5026737392420076
10,0.9496437054631829,30_deg_TEST/,46.2836856969409,0.5334947579828532
10,0.9496437054631829,45_deg_TEST/,50.427021707408116,0.5770664367439087
10,0.9496437054631829,60_deg_TEST/,55.37057565919709,0.6200535518952187
10,0.9496437054631829,75_deg_TEST/,59.62643298932792,0.6562561202775337
10,0.9496437054631829,Test/,63.16097869981788,0.6861880834132164
20,0.9612034837688044,30_deg_TEST/,60.610859565646166,0.6900797814837875
20,0.9612034837688044,45_deg_TEST/,61.77778657587035,0.7059794572699516
20,0.9612034837688044,60_deg_TEST/,64.05952112658898,0.7247594126857744
20,0.9612034837688044,75_deg_TEST/,66.27263780640928,0.7422395548404352
20,0.9612034837688044,Test/,68.26246469765354,0.7578044978925687
25,0.9570071258907363,30_deg_TEST/,66.50417689444929,0.7525195118585152
25,0.9570071258907363,45_deg_TEST/,67.20573097399543,0.7585363721304897
25,0.9570071258907363,60_deg_TEST/,68.57849218289475,0.7686476504394105
25,0.9570071258907363,75_deg_TEST/,69.96845189226134,0.7787677834406066
25,0.9570071258907363,Test/,71.25504790561406,0.7882051209553896
50,0.9482185273159145,30_deg_TEST/,69.41544216071098,0.7814538064962153
50,0.9482185273159145,45_deg_TEST/,69.49193414867658,0.7832584027253632
50,0.9482185273159145,60_deg_TEST/,70.31504439402755,0.7894159043058512
50,0.9482185273159145,75_deg_TEST/,71.26158048934991,0.7965173328030336
50,0.9482185273159145,Test/,72.20397497822472,0.803420747614502
75,0.9197149643705463,30_deg_TEST/,70.74742503517545,0.8024658625822636
75,0.9197149643705463,45_deg_TEST/,70.8926837994856,0.8047396796124333
75,0.9197149643705463,60_deg_TEST/,71.50068436591518,0.8086529747838413
75,0.9197149643705463,75_deg_TEST/,72.16040803733061,0.812817579063451
75,0.9197149643705463,Test/,72.82075645999947,0.8169760752915113
100,0.9111638954869359,30_deg_TEST/,71.25407727733659,0.815116719056089
100,0.9111638954869359,45_deg_TEST/,71.12202074590229,0.814374898595715
100,0.9111638954869359,60_deg_TEST/,71.56832398735953,0.8167993194950227
100,0.9111638954869359,75_deg_TEST/,72.10621678396593,0.8196604774519838
100,0.9111638954869359,Test/,72.64934447925975,0.8228674137011494
